gene_name,sample_name,gene_family,aro_accession,drug_class,high_level_drug_class,resistance_mechanism,model_type,num_contigs,cutoff,contig_coverage_breadth,contig_percent_id,contig_species,num_reads,read_gene_id,read_coverage_breadth,read_coverage_depth,read_species,total_reads,rpm,dpm
dfrC,App2_pt88_culture,trimethoprim resistant dihydrofolate reductase dfr,ARO:3002865,diaminopyrimidine antibiotic,diaminopyrimidine antibiotic,antibiotic target replacement,protein homolog,0,,,,,4.0,ARO:3002865|ID:1397|Name:dfrC|NCBI:AE015929.1,12.55,0.44,,12068076,1.54,0.17
kdpD,App2_pt88_culture,kdpDE,ARO:3004047,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic efflux,protein homolog,1,Strict,99.8871,98.87,,2035.0,ARO:3004047|ID:5918|Name:kdpD|NCBI:FHDU01000010.1,100.0,74.88,,12068076,785.36,28.9
mecR1,App2_pt88_culture,methicillin resistant PBP2,ARO:3000215,penam,beta-lactam antibiotic,antibiotic target replacement,protein homolog,0,,,,,140.0,ARO:3000215|ID:645|Name:mecR1|NCBI:CP000703.1,13.71,0.05,,12068076,54.03,0.02
mepA,App2_pt88_culture,multidrug and toxic compound extrusion (MATE) transporter,ARO:3000026,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Strict,99.7788,98.89,Staphylococcus aureus (chromosome or plasmid),929.0,ARO:3000026|ID:377|Name:mepA|NCBI:AY661734.1,100.0,63.67,Staphylococcus aureus (chromosome): 144; Staphylococcus aureus (chromosome or plasmid): 260; ,12068076,358.53,24.57
mepR,App2_pt88_culture,multidrug and toxic compound extrusion (MATE) transporter,ARO:3000746,glycylcycline; tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Perfect,99.2857,100.0,Unknown taxonomy (chromosome or plasmid),342.0,ARO:3000746|ID:856|Name:mepR|NCBI:BA000017.4,100.0,68.36,Staphylococcus aureus (chromosome or plasmid): 1; ,12068076,131.99,26.38
mgrA,App2_pt88_culture,ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000815,fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics,fluoroquinolone antibiotic; beta-lactam antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics; peptide antibiotic,antibiotic efflux,protein homolog,1,Perfect,99.3243,100.0,Unknown taxonomy (chromosome),413.0,ARO:3000815|ID:154|Name:mgrA|NCBI:BA000018.3,100.0,79.53,,12068076,159.39,30.69
norB,App2_pt88_culture,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000421,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,22.0,ARO:3000421|ID:1167|Name:norB|NCBI:HE999704.1,16.27,0.07,Staphylococcus aureus (chromosome): 12; ,12068076,8.49,0.03
norC,App2_pt88_culture,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3007010,fluoroquinolone antibiotic; disinfecting agents and antiseptics,fluoroquinolone antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,3,Strict,99.784,76.28666666666668,Staphylococcus aureus (chromosome or plasmid) Staphylococcus aureus (chromosome),829.0,ARO:3007010|ID:5726|Name:norC|NCBI:CP005288.1,100.0,51.73,Staphylococcus aureus (chromosome): 57; Staphylococcus aureus (chromosome or plasmid): 157; ,12068076,319.93,19.96
sdrM,App2_pt88_culture,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3007013,fluoroquinolone antibiotic; disinfecting agents and antiseptics,fluoroquinolone antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Strict,99.7768,99.78,Staphylococcus aureus (chromosome or plasmid),912.0,ARO:3007013|ID:5729|Name:sdrM|NCBI:BA000018.3,100.0,61.77,Staphylococcus aureus (chromosome): 416; Staphylococcus aureus (chromosome or plasmid): 14; ,12068076,351.97,23.84
sepA,App2_pt88_culture,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3007012,disinfecting agents and antiseptics,disinfecting agents and antiseptics,antibiotic efflux,protein homolog,1,Strict,99.3671,96.18,Staphylococcus aureus (chromosome),115.0,ARO:3007012|ID:5728|Name:sepA|NCBI:NC_016941.1,79.54,20.33,Staphylococcus aureus (chromosome): 7; ,12068076,44.38,7.85
tet(38),App2_pt88_culture,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3000565,tetracycline antibiotic,tetracycline antibiotic,antibiotic efflux,protein homolog,1,Strict,99.7783,99.56,Staphylococcus aureus (chromosome or plasmid),911.0,ARO:3000565|ID:1835|Name:tet(38)|NCBI:AY825285.1,100.0,63.12,Staphylococcus aureus (chromosome): 72; Staphylococcus aureus (chromosome or plasmid): 125; ,12068076,351.58,24.36
vanT gene in vanG cluster,App2_pt88_culture,glycopeptide resistance gene cluster; vanT,ARO:3002972,glycopeptide antibiotic,glycopeptide antibiotic,antibiotic target alteration,protein homolog,1,Strict,50.7714,33.88,,,,,,,12068076,0.0,0.0
AAC(6')-Ic,App2_pt88_mNGS,AAC(6'),ARO:3002549,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,1,Strict,99.3197,93.15,Serratia marcescens (chromosome or plasmid),215.0,ARO:3002549|ID:1299|Name:AAC(6')-Ic|NCBI:M94066.1,100.0,48.38,Serratia marcescens (chromosome): 105; Serratia marcescens (chromosome or plasmid): 23; ,14878020,54.59,12.28
AAC(6')-Ie-APH(2'')-Ia bifunctional protein,App2_pt88_mNGS,aminoglycoside bifunctional resistance protein,ARO:3002597,aminoglycoside antibiotic,aminoglycoside antibiotic,antibiotic inactivation,protein homolog,0,,,,,4.0,ARO:3002597|ID:1814|Name:AAC(6')-Ie-APH(2'')-Ia_bifunctional_protein|NCBI:GU565967.1,15.56,0.29,,14878020,1.02,0.07
ArnT,App2_pt88_mNGS,pmr phosphoethanolamine transferase,ARO:3005053,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,61.0,ARO:3005053|ID:3795|Name:ArnT|NCBI:FO834906.1,37.26,0.24,,14878020,15.49,0.06
AxyY,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004144,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin,macrolide antibiotic; beta-lactam antibiotic; aminoglycoside antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,79.0,ARO:3004144|ID:2799|Name:AxyY|NCBI:AFRQ01000061.1,16.03,0.02,Serratia marcescens (chromosome): 38; Serratia marcescens (chromosome or plasmid): 29; ,14878020,20.06,0.01
CRP,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000518,macrolide antibiotic; fluoroquinolone antibiotic; penam,macrolide antibiotic; beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Strict,99.5261,99.05,Serratia marcescens (chromosome or plasmid),20.0,ARO:3000518|ID:869|Name:CRP|NCBI:AP009048.1,35.39,2.3,Serratia marcescens (chromosome): 2; Serratia marcescens (chromosome or plasmid): 8; ,14878020,5.08,0.58
Corynebacterium striatum tetA,App2_pt88_mNGS,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004639,penam; tetracycline antibiotic,tetracycline antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,2.0,ARO:3004639|ID:3337|Name:Corynebacterium_striatum_tetA|NCBI:NC_004939.1,9.53,0.19,Corynebacterium urealyticum (chromosome): 2; ,14878020,0.51,0.05
Enterobacter cloacae acrA,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004042,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics; beta-lactam antibiotic; rifamycin antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,46.0,ARO:3004042|ID:2660|Name:Enterobacter_cloacae_acrA|NCBI:DQ679966.1,13.48,1.64,,14878020,11.68,0.42
ErmC,App2_pt88_mNGS,Erm 23S ribosomal RNA methyltransferase,ARO:3000250,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,37.1429,97.8,Unknown taxonomy (chromosome or plasmid),13.0,ARO:3000250|ID:881|Name:ErmC|NCBI:M12730.1,71.43,1.7,,14878020,3.3,0.43
ErmX,App2_pt88_mNGS,Erm 23S ribosomal RNA methyltransferase,ARO:3000596,macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic,streptogramin antibiotic; macrolide antibiotic; lincosamide antibiotic,antibiotic target alteration,protein homolog,1,Nudged,36.4912,96.15,Unknown taxonomy (chromosome),8.0,ARO:3000596|ID:950|Name:ErmX|NCBI:M36726.1,80.47,1.11,,14878020,2.03,0.28
Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin,App2_pt88_mNGS,elfamycin resistant EF-Tu,ARO:3003369,elfamycin antibiotic,elfamycin antibiotic,antibiotic target alteration,protein variant,1,Nudged,89.5122,95.37,Serratia marcescens (chromosome or plasmid),,,,,,14878020,0.0,0.0
FosA8,App2_pt88_mNGS,fosfomycin thiol transferase,ARO:3007371,phosphonic acid antibiotic,phosphonic acid antibiotic,antibiotic inactivation,protein homolog,1,Strict,95.7746,65.44,,,,,,,14878020,0.0,0.0
FosB2,App2_pt88_mNGS,fosfomycin thiol transferase,ARO:3005100,phosphonic acid antibiotic,phosphonic acid antibiotic,antibiotic inactivation,protein homolog,0,,,,,1.0,ARO:3005100|ID:3832|Name:FosB2|NCBI:AE016879.1,4.05,0.04,,14878020,0.25,0.01
H-NS,App2_pt88_mNGS,major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000676,macrolide antibiotic; fluoroquinolone antibiotic; cephalosporin; cephamycin; penam; tetracycline antibiotic,macrolide antibiotic; tetracycline antibiotic; beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,40.0,ARO:3000676|ID:1248|Name:H-NS|NCBI:BA000007.3,63.29,7.65,,14878020,10.16,1.94
Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,App2_pt88_mNGS,Penicillin-binding protein mutations conferring resistance to beta-lactam antibiotics,ARO:3004446,cephalosporin; cephamycin; penam,beta-lactam antibiotic,antibiotic target alteration,protein variant,1,Strict,89.8527,52.62,Serratia marcescens (chromosome or plasmid),,,,,,14878020,0.0,0.0
Klebsiella pneumoniae KpnF,App2_pt88_mNGS,small multidrug resistance (SMR) antibiotic efflux pump,ARO:3004583,macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; aminoglycoside antibiotic; peptide antibiotic; macrolide antibiotic; disinfecting agents and antiseptics; beta-lactam antibiotic; rifamycin antibiotic,antibiotic efflux,protein homolog,1,Strict,99.0909,73.39,Serratia marcescens (chromosome or plasmid),,,,,Serratia marcescens (chromosome): 1; ,14878020,0.0,0.0
Klebsiella pneumoniae KpnG,App2_pt88_mNGS,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004588,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; aminoglycoside antibiotic; macrolide antibiotic; beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,51.0,ARO:3004588|ID:3298|Name:Klebsiella_pneumoniae_KpnG|NCBI:ACWO01000051.1,42.2,1.44,,14878020,12.95,0.37
Klebsiella pneumoniae KpnH,App2_pt88_mNGS,major facilitator superfamily (MFS) antibiotic efflux pump,ARO:3004597,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem,peptide antibiotic; aminoglycoside antibiotic; macrolide antibiotic; beta-lactam antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,1,Strict,99.2203,83.53,Serratia marcescens (chromosome or plasmid),120.0,ARO:3004597|ID:3299|Name:Klebsiella_pneumoniae_KpnH|NCBI:ASTU01000063.1,54.32,3.44,Serratia marcescens (chromosome): 57; Serratia marcescens (chromosome or plasmid): 52; ,14878020,30.47,0.87
Klebsiella pneumoniae OmpK37,App2_pt88_mNGS,General Bacterial Porin with reduced permeability to beta-lactams,ARO:3004122,monobactam; carbapenem; cephalosporin; cephamycin; penam; penem,beta-lactam antibiotic,reduced permeability to antibiotic,protein homolog,0,,,,,157.0,ARO:3004122|ID:2785|Name:Klebsiella_pneumoniae_OmpK37|NCBI:AJ011502.1,53.6,2.05,,14878020,39.86,0.52
Klebsiella pneumoniae acrA,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004041,fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics; beta-lactam antibiotic; rifamycin antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,5.0,ARO:3004041|ID:2659|Name:Klebsiella_pneumoniae_acrA|NCBI:AJ318073.1,12.2,0.28,,14878020,1.27,0.07
LptD,App2_pt88_mNGS,ATP-binding cassette (ABC) antibiotic efflux pump,ARO:3005059,peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic,aminocoumarin antibiotic; peptide antibiotic; rifamycin antibiotic,antibiotic efflux,protein homolog,0,,,,,77.0,ARO:3005059|ID:3799|Name:LptD|NCBI:CP007727.1,20.99,0.51,,14878020,19.55,0.13
MdtK,App2_pt88_mNGS,multidrug and toxic compound extrusion (MATE) transporter,ARO:3001327,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,16.0,ARO:3001327|ID:1752|Name:MdtK|NCBI:CP014358.1,9.82,0.21,,14878020,4.06,0.05
MexA,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000377,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,diaminopyrimidine antibiotic; peptide antibiotic; macrolide antibiotic; aminocoumarin antibiotic; sulfonamide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,10.0,ARO:3000377|ID:440|Name:MexA|NCBI:AE004091.2,8.59,0.53,,14878020,2.54,0.13
MexB,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000378,macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem,diaminopyrimidine antibiotic; peptide antibiotic; macrolide antibiotic; aminocoumarin antibiotic; sulfonamide antibiotic; fluoroquinolone antibiotic; tetracycline antibiotic; phenicol antibiotic; beta-lactam antibiotic,antibiotic efflux,protein homolog,0,,,,,134.0,ARO:3000378|ID:1925|Name:MexB|NCBI:L11616.1,32.38,3.11,Serratia marcescens (chromosome): 51; Serratia marcescens (chromosome or plasmid): 38; ,14878020,34.02,0.79
MexF,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000804,fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,diaminopyrimidine antibiotic; phenicol antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,95.0,ARO:3000804|ID:1300|Name:MexF|NCBI:AE004091.2,24.65,0.09,Serratia marcescens (chromosome): 23; Serratia marcescens (chromosome or plasmid): 39; ,14878020,24.12,0.02
MexI,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000808,fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,tetracycline antibiotic; disinfecting agents and antiseptics; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,440.0,ARO:3000808|ID:1647|Name:MexI|NCBI:AE004091.2,88.45,7.6,,14878020,111.72,1.93
MexJ,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003692,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,1.0,ARO:3003692|ID:2205|Name:MexJ|NCBI:AE004091.2,13.22,0.13,Pseudomonas aeruginosa (chromosome or plasmid): 1; ,14878020,0.25,0.03
MexL,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3003710,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics,antibiotic efflux,protein homolog,0,,,,,1.0,ARO:3003710|ID:2219|Name:MexL|NCBI:AE004091.2,10.49,0.1,,14878020,0.25,0.03
MuxB,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004074,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,tetracycline antibiotic; macrolide antibiotic; beta-lactam antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,266.0,ARO:3004074|ID:2718|Name:MuxB|NCBI:AE004091.2,41.6,3.25,,14878020,67.54,0.83
MuxC,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3004075,macrolide antibiotic; monobactam; tetracycline antibiotic; aminocoumarin antibiotic,tetracycline antibiotic; macrolide antibiotic; beta-lactam antibiotic; aminocoumarin antibiotic,antibiotic efflux,protein homolog,0,,,,,189.0,ARO:3004075|ID:2720|Name:MuxC|NCBI:AE004091.2,33.08,1.38,,14878020,47.99,0.35
OmpA,App2_pt88_mNGS,General Bacterial Porin with reduced permeability to peptide antibiotics,ARO:3005044,peptide antibiotic,peptide antibiotic,reduced permeability to antibiotic,protein homolog,0,,,,,168.0,ARO:3005044|ID:3787|Name:OmpA|NCBI:FO834906.1,92.44,9.7,,14878020,42.66,2.46
OprJ,App2_pt88_mNGS,resistance-nodulation-cell division (RND) antibiotic efflux pump,ARO:3000802,macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; cephalosporin; penam; tetracycline antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic,tetracycline antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic; aminoglycoside antibiotic; macrolide antibiotic; beta-lactam antibiotic; aminocoumarin antibiotic; fluoroquinolone antibiotic,antibiotic efflux,protein homolog,0,,,,,4.0,ARO:3000802|ID:704|Name:OprJ|NCBI:U57969.1,13.96,0.2,,14878020,1.02,0.05
PC1 beta-lactamase (blaZ),App2_pt88_mNGS,BlaZ beta-lactamase,ARO:3000621,penam,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2.0,ARO:3000621|ID:726|Name:PC1_beta-lactamase_(blaZ)|NCBI:CP000732.1,13.71,0.27,,14878020,0.51,0.07
PDC-19b,App2_pt88_mNGS,PDC beta-lactamase,ARO:3005292,monobactam; carbapenem; cephalosporin,beta-lactam antibiotic,antibiotic inactivation,protein homolog,0,,,,,2.0,ARO:3005292|ID:4024|Name:PDC-19b|NCBI:NG_049890.1,23.7,0.24,Pseudomonas (chromosome or plasmid): 1; ,14878020,0.51,0.06
PmrF,App2_pt88_mNGS,pmr phosphoethanolamine transferase,ARO:3003578,peptide antibiotic,peptide antibiotic,antibiotic target alteration,protein homolog,0,,,,,35.0,ARO:3003578|ID:2014|Name:PmrF|NCBI:U00096.1,27.55,0.65,,14878020,8.89,0.17
QnrB49,App2_pt88_mNGS,quinolone resistance protein (qnr),ARO:3002764,fluoroquinolone antibiotic,fluoroquinolone antibiotic,antibiotic target protection,protein homolog,0,,,,,8.0,ARO:3002764|ID:484|Name:QnrB49|NCBI:JQ582718.1,12.78,0.51,,14878020,2.03,0.13
